n;T1;T2;T4;T6;T8;T10;T12;T14;T16;T18;T20;T2(red);T4(red);T6(red);T8(red);T10(red);T12(red);T14(red);T16(red);T18(red);T20(red)
2300;0.007645880;0.003822800;0.002028020;0.001430980;0.001984600;0.001639340;0.001459560;0.001891120;0.002081460;0.001931240;0.001765940;0.004255580;0.002162780;0.001826320;0.002057000;0.001681360;0.001493500;0.001965020;0.001882100;0.001961040;0.001787860
2301;0.007729200;0.003864260;0.001991140;0.001921960;0.002013660;0.001631460;0.001443720;0.001891800;0.001872700;0.001951760;0.001813480;0.004451060;0.002179700;0.001592540;0.002086480;0.001718740;0.001499740;0.002066920;0.001841400;0.001928780;0.001798560
2302;0.007659300;0.003905480;0.002267120;0.001675380;0.001972220;0.001624840;0.001440900;0.001925580;0.001882620;0.001937120;0.001768300;0.004327780;0.002198140;0.001745280;0.002087420;0.001715900;0.001485260;0.002148840;0.001892220;0.002447660;0.001794020
2303;0.007534760;0.003894140;0.002029660;0.001814820;0.001962640;0.001622340;0.001409580;0.002003400;0.001802540;0.001968700;0.001793940;0.004353760;0.002295480;0.001556240;0.002110040;0.001722140;0.001484060;0.001951960;0.001834600;0.001983760;0.001800540
2304;0.007859460;0.003875140;0.002111060;0.001653860;0.001975680;0.001637000;0.001452200;0.001880180;0.001921820;0.001979980;0.001784160;0.004426040;0.002212320;0.001847520;0.002088640;0.001713520;0.002166560;0.001931360;0.001951380;0.001946380;0.001808900
2305;0.007691980;0.003889940;0.002008100;0.001446100;0.001993060;0.001646280;0.001456020;0.001902440;0.002013360;0.001926360;0.001777340;0.004298220;0.002182820;0.001516800;0.002087420;0.001728900;0.001490540;0.002034020;0.001815300;0.001966120;0.001815660
2306;0.007753260;0.003996020;0.002022500;0.001809760;0.001987940;0.001641740;0.001465840;0.001888220;0.001965520;0.001951720;0.001805260;0.004379920;0.002205300;0.001946540;0.002109000;0.002304260;0.001511000;0.001999480;0.001969000;0.001940460;0.001947540
2307;0.007694880;0.003826340;0.002047860;0.001550820;0.001974420;0.001635180;0.001494220;0.001977900;0.001809360;0.001873380;0.001827760;0.004399500;0.002188320;0.001811060;0.002094040;0.001705840;0.001507500;0.002213980;0.001997900;0.001982300;0.001797380
2308;0.007781780;0.003862220;0.002380780;0.001833760;0.001958980;0.001632120;0.001455660;0.001913060;0.002024820;0.001993920;0.001814060;0.004366500;0.003215420;0.001757700;0.002085180;0.001728600;0.002084160;0.001891660;0.001769680;0.001972940;0.001807780
2309;0.007674820;0.003856060;0.002031620;0.001791080;0.001996560;0.001667480;0.001490480;0.001909700;0.001782640;0.001966220;0.001784880;0.004392600;0.002282040;0.001519720;0.002109880;0.001724460;0.001508760;0.001957540;0.001852060;0.002029660;0.001906100
2310;0.007748860;0.003880880;0.002052980;0.001884140;0.002027800;0.001662240;0.001471740;0.001938780;0.001992720;0.001965320;0.002283620;0.004338660;0.002228040;0.001825920;0.002127900;0.001705640;0.001509780;0.002095120;0.001718000;0.001975920;0.001810680
2311;0.007817680;0.003911080;0.002034380;0.001642880;0.001982060;0.001639700;0.001470420;0.001916800;0.001869800;0.001960520;0.001811320;0.004371660;0.002232320;0.001762000;0.002086420;0.001705080;0.001524720;0.001967180;0.001930680;0.001963960;0.001825020
2312;0.007869140;0.003994880;0.002067720;0.001813720;0.001972680;0.001631760;0.001889980;0.002515300;0.002075100;0.001974240;0.001864660;0.005727380;0.002292620;0.001601440;0.002215620;0.001790500;0.001565700;0.002041120;0.001958980;0.002028260;0.001886380
2313;0.007913860;0.004065280;0.002235780;0.001653120;0.001985880;0.001630560;0.001506900;0.001911320;0.001797660;0.001967700;0.001803500;0.004386660;0.002260420;0.001602040;0.002116460;0.001718860;0.001562120;0.002093960;0.001878040;0.001997120;0.001837360
2314;0.007886340;0.004044980;0.002188800;0.001462760;0.002516120;0.001649860;0.001597960;0.001943460;0.002047400;0.001984620;0.001831320;0.004412300;0.002256440;0.001572040;0.002129420;0.001727460;0.001762580;0.002072520;0.001872440;0.001930380;0.001818520
2315;0.007722000;0.003986700;0.002038900;0.001951160;0.001973060;0.001666440;0.001423680;0.001961420;0.001939820;0.001881880;0.001782920;0.004480320;0.002199860;0.001952400;0.002088260;0.001739580;0.001471180;0.001941260;0.001784500;0.001981700;0.001804160
2316;0.007775700;0.003944860;0.002558200;0.001459840;0.001990720;0.001662020;0.001438120;0.001936880;0.001893820;0.001893360;0.001824460;0.004396140;0.002239100;0.001579240;0.002109620;0.001708940;0.001495880;0.001987100;0.002071100;0.001981460;0.001829520
2317;0.007745060;0.003847160;0.002033560;0.002045380;0.001988380;0.001692880;0.001466000;0.001910960;0.001741540;0.001956200;0.001804160;0.004390080;0.002264360;0.001995400;0.002067760;0.001731540;0.001477940;0.002179300;0.001911320;0.001955520;0.001812820
2318;0.007888240;0.004453580;0.001994020;0.002101600;0.001975640;0.001673840;0.001502580;0.001892400;0.001911060;0.001925520;0.001844140;0.004391720;0.002249080;0.001745740;0.002103260;0.001725460;0.001527900;0.002156420;0.001850500;0.002009220;0.001902860
2319;0.007782940;0.003905920;0.002031400;0.001482500;0.002014840;0.001687980;0.001443180;0.001928940;0.001844700;0.001985140;0.001828400;0.004431980;0.002412300;0.001677320;0.002109480;0.001747240;0.001501120;0.002069900;0.001944220;0.002009780;0.001834480
2320;0.008343060;0.003958940;0.002030720;0.001625100;0.002010800;0.001677760;0.001473580;0.001917760;0.001975520;0.001966920;0.001801280;0.004346020;0.002212140;0.001570760;0.002084640;0.001705940;0.001524560;0.002032780;0.001993720;0.001942640;0.001791980
2321;0.007963040;0.003948340;0.002074900;0.001730460;0.002003080;0.001653320;0.001447220;0.002000960;0.001873840;0.001894400;0.001815440;0.004409260;0.002301840;0.001534160;0.002133100;0.001766360;0.001531300;0.002021380;0.002069500;0.001931580;0.001842860
2322;0.007868440;0.003899400;0.002086360;0.001462760;0.002016620;0.001672340;0.001469620;0.002012920;0.002056780;0.001914440;0.001823100;0.004409900;0.002218320;0.001882360;0.002126160;0.001742780;0.001535920;0.001984760;0.001849620;0.001986340;0.001867460
2323;0.007904760;0.003880260;0.002116060;0.001515580;0.002008000;0.001692440;0.001557860;0.001934480;0.001876580;0.001954320;0.001818240;0.004408280;0.002346860;0.001503880;0.002096920;0.001721700;0.001615960;0.001955580;0.002410360;0.001977900;0.001935820
2324;0.007752080;0.003881960;0.002452620;0.001476040;0.002027860;0.001676980;0.001476400;0.001930200;0.001819920;0.001957480;0.001794880;0.004378400;0.002192580;0.001881300;0.002111860;0.001739160;0.001533200;0.001970180;0.001944480;0.001990460;0.001815980
2325;0.007755940;0.003918160;0.002048220;0.001527080;0.002015080;0.001713720;0.001503260;0.001918140;0.001933160;0.001972500;0.001826640;0.004483740;0.005185180;0.003900520;0.002719340;0.001851120;0.001818160;0.002042020;0.001921060;0.002118900;0.001870000
2326;0.008231740;0.004299500;0.002628740;0.002274300;0.002115260;0.001732220;0.001571080;0.001972260;0.001898620;0.001936820;0.001860060;0.004544320;0.002546120;0.002016020;0.002118640;0.001721200;0.001528580;0.002098540;0.001884460;0.002020500;0.001848240
2327;0.008009280;0.003993340;0.002130100;0.001852860;0.002018880;0.001686100;0.001537060;0.001914300;0.002076880;0.002426240;0.001790040;0.004428980;0.002240960;0.001663280;0.002114760;0.001737460;0.001526120;0.001978040;0.001960380;0.001990860;0.001831420
2328;0.007743020;0.003893040;0.002071940;0.001714120;0.002021620;0.001664900;0.001517540;0.001905100;0.001943220;0.001891540;0.001825840;0.004409760;0.002292960;0.001969460;0.002138360;0.001739840;0.001544900;0.001976220;0.002057060;0.001943640;0.001870980
2329;0.007893960;0.003918820;0.002107760;0.001672520;0.002023720;0.002180760;0.001461180;0.001931000;0.001874860;0.002018460;0.001849800;0.004524900;0.002620520;0.002896200;0.002223640;0.001827040;0.002198920;0.002228880;0.002251820;0.002013440;0.001935360
2330;0.008408420;0.004470800;0.002485160;0.002799580;0.002156640;0.001818240;0.002137160;0.002211980;0.002162440;0.002052720;0.001919600;0.004712580;0.002704020;0.002855380;0.002209340;0.001892680;0.002131120;0.002294000;0.002147940;0.002115720;0.002034700
2331;0.008798340;0.004029860;0.002088900;0.001879920;0.001969640;0.001692040;0.001463120;0.001956360;0.002185240;0.001957060;0.001857300;0.004430920;0.002247000;0.002043960;0.002112200;0.001730540;0.001936620;0.001982200;0.001937480;0.002015460;0.001870980
2332;0.007987400;0.003960540;0.002092540;0.001878340;0.002017900;0.001665560;0.001614920;0.001967800;0.001866880;0.001999620;0.001858940;0.004463440;0.002279300;0.001609460;0.002142820;0.001804720;0.001518640;0.002253840;0.002084040;0.002026300;0.002390520
2333;0.007861060;0.003917200;0.002068200;0.002183720;0.002059100;0.001675560;0.001516460;0.001976860;0.001867500;0.002006540;0.001833260;0.004445140;0.002216280;0.001518740;0.002174600;0.001788080;0.001532000;0.002003340;0.001986860;0.002021120;0.001833140
2334;0.007837820;0.003909920;0.002090020;0.001666440;0.002044920;0.001691620;0.001517780;0.002114220;0.001859600;0.002003060;0.001839920;0.004535500;0.002274800;0.001797520;0.002152340;0.001796820;0.002182040;0.001960680;0.001805180;0.001995220;0.001832440
2335;0.007843020;0.003910260;0.002047520;0.001502280;0.002032580;0.001697860;0.001477300;0.001967980;0.001934260;0.002013180;0.001836760;0.005010020;0.002299500;0.001766320;0.002111200;0.001742200;0.001663880;0.002195340;0.001980320;0.002003220;0.001859560
2336;0.007848480;0.004021580;0.002035580;0.001490400;0.002054200;0.001704920;0.001552100;0.001982060;0.001858300;0.002029380;0.001854140;0.004635000;0.002254600;0.002247600;0.002132060;0.001777100;0.001491320;0.002043540;0.002127920;0.002004900;0.001832280
2337;0.007874360;0.004012720;0.002047640;0.001773600;0.002036260;0.001682380;0.001610700;0.001944760;0.001912980;0.001981140;0.001827460;0.004459480;0.002251260;0.001584900;0.002144340;0.001759920;0.001515120;0.002114280;0.001891380;0.002037200;0.001846240
2338;0.007892660;0.004121280;0.002089660;0.001708040;0.002026380;0.001684140;0.001498140;0.001944960;0.001900860;0.002004540;0.001823640;0.004926100;0.002304940;0.001739040;0.002145140;0.001746660;0.001540320;0.002089420;0.002030100;0.001962940;0.001829700
2339;0.007880740;0.003962420;0.002183880;0.001930720;0.002021620;0.001675260;0.001509360;0.001965200;0.002157220;0.001994040;0.001823220;0.004441040;0.002240680;0.002010260;0.002114160;0.001722640;0.001681500;0.001967940;0.002011460;0.001975980;0.001829700
2340;0.007862020;0.003923980;0.002129700;0.001905460;0.002032780;0.001713380;0.001479560;0.002465540;0.001992100;0.001925820;0.001823340;0.004591420;0.002263960;0.001542340;0.002140380;0.001780200;0.001512820;0.002075860;0.001833020;0.001993840;0.001804460
2341;0.008067880;0.004162980;0.002083680;0.001508340;0.002056940;0.001746240;0.001611900;0.001963540;0.001957900;0.002046840;0.001870560;0.004563020;0.002364240;0.001722600;0.002172440;0.001785900;0.001526260;0.002002340;0.002002760;0.001973460;0.001849440
2342;0.008053240;0.004258360;0.002449100;0.003173500;0.002095420;0.001767380;0.001853120;0.002040000;0.002045660;0.001991540;0.001920580;0.004603260;0.002554060;0.001715220;0.002182820;0.001774360;0.001549600;0.001999880;0.002144660;0.002017440;0.001832560
2343;0.007879720;0.004026400;0.002072900;0.001526800;0.001989940;0.001690580;0.001512340;0.002074660;0.002117660;0.001970380;0.001870440;0.004469000;0.002274280;0.001941180;0.002154440;0.001751320;0.001550880;0.001995860;0.002004760;0.002047740;0.001861480
2344;0.008452680;0.003972540;0.002104380;0.002072640;0.002042140;0.001711500;0.001493040;0.001945320;0.002126780;0.001928480;0.001837340;0.004449540;0.002260140;0.002026320;0.002145360;0.001754940;0.001545040;0.002161700;0.001777340;0.002024120;0.001846080
2345;0.007946000;0.003961660;0.002141360;0.001964780;0.002051500;0.001688740;0.001494120;0.001949340;0.001763740;0.001990700;0.001924380;0.004574440;0.002455440;0.001876280;0.002163460;0.001766280;0.001608880;0.002023940;0.002032640;0.002084600;0.002362040
2346;0.007838540;0.003947660;0.002116320;0.001934260;0.002042600;0.001696540;0.001479000;0.002035100;0.001870980;0.001995340;0.001855700;0.004467940;0.002371240;0.001787720;0.002166740;0.001779920;0.001558560;0.002015060;0.002003740;0.002033420;0.001875800
2347;0.007998460;0.003965460;0.002111800;0.001650800;0.002039160;0.001696420;0.001498900;0.002091960;0.002053360;0.002023340;0.001866120;0.004459920;0.002315640;0.001596060;0.002155700;0.001770160;0.001554240;0.002676300;0.001850980;0.002000760;0.001950560
2348;0.007980920;0.004080420;0.002086600;0.001698520;0.002057280;0.001697680;0.001515000;0.001955700;0.001919560;0.002036560;0.001883920;0.004523580;0.002264820;0.001804920;0.002200120;0.001788600;0.001580800;0.002023620;0.002105880;0.002057080;0.001901380
2349;0.008022980;0.004040480;0.002116960;0.001672600;0.002060600;0.001707500;0.001533860;0.002001080;0.001961460;0.002000120;0.001916600;0.004612220;0.002320540;0.001922560;0.002651640;0.001817780;0.001555140;0.002004240;0.001963780;0.002010400;0.001917060
2350;0.007999300;0.003988020;0.002078340;0.001677060;0.002058760;0.001781180;0.001508000;0.002079120;0.001933200;0.002007400;0.001872940;0.004518200;0.002261940;0.001899000;0.002209400;0.001788520;0.001537920;0.002054500;0.002081700;0.002039040;0.001856160
2351;0.008003340;0.004193840;0.002099800;0.001833740;0.002048860;0.001698580;0.001540760;0.001959060;0.001780940;0.001991200;0.001826440;0.005081160;0.002277280;0.001730360;0.002141140;0.001782160;0.001539540;0.002016300;0.001908100;0.002032260;0.001857840
2352;0.007946580;0.004010160;0.002085840;0.001789400;0.002056380;0.001742000;0.001710260;0.001960920;0.001749540;0.002002100;0.001855560;0.004642240;0.002386640;0.002837100;0.002149160;0.001773100;0.001517600;0.002039260;0.001848420;0.002035520;0.001887580
2353;0.008100740;0.004171920;0.002149140;0.001529480;0.002115980;0.001774080;0.001513980;0.001976080;0.002421140;0.002020180;0.001859840;0.004536660;0.002261300;0.002132300;0.002152000;0.001761000;0.001539540;0.001980180;0.002107600;0.001993840;0.001861280
2354;0.007797400;0.003966540;0.002020640;0.001487040;0.002060720;0.001711040;0.001491480;0.002172180;0.002033440;0.001958580;0.001853740;0.004502700;0.002261840;0.001709760;0.002174120;0.001808740;0.001565400;0.002245940;0.001850400;0.002056460;0.001996200
2355;0.008013000;0.004016160;0.002093640;0.001892100;0.002529540;0.001705340;0.001510400;0.001954000;0.002035920;0.002012580;0.001854160;0.004509200;0.002318480;0.001855680;0.002195360;0.001768300;0.001604220;0.002034020;0.001860080;0.002007680;0.001949200
2356;0.007862480;0.004068180;0.002110680;0.001849160;0.002092400;0.001709240;0.001495640;0.002038840;0.002044900;0.001960060;0.001868680;0.004550780;0.002308320;0.002013120;0.002124740;0.001764620;0.001644620;0.002065620;0.002006160;0.002054500;0.001896340
2357;0.008034920;0.004597040;0.002099660;0.001874180;0.002056980;0.001702960;0.001483000;0.001969540;0.002025600;0.001986440;0.001837220;0.004435560;0.002611340;0.001677640;0.002161740;0.003342560;0.003614160;0.002824680;0.002660000;0.002173380;0.001972100
2358;0.008299420;0.004139060;0.002209400;0.001726580;0.002088880;0.001722100;0.001554760;0.001999780;0.002117400;0.002068340;0.001911040;0.004716340;0.002320180;0.001606620;0.002207740;0.001795220;0.001588420;0.002052160;0.001998340;0.002076560;0.002116800
2359;0.007959000;0.004019840;0.002081020;0.001633820;0.002059320;0.001699120;0.001522260;0.002112380;0.001851660;0.002000960;0.001876340;0.004547460;0.002581880;0.002296000;0.002164220;0.001812800;0.001900360;0.002031220;0.001902740;0.002100020;0.001908860
2360;0.008103240;0.004124140;0.002141260;0.001486780;0.002039900;0.001726520;0.001536200;0.002001600;0.002074280;0.002066440;0.001905960;0.004582080;0.002326640;0.001707260;0.002179500;0.001814020;0.002268720;0.002078660;0.002016340;0.002092020;0.001911560
2361;0.008060920;0.004045560;0.002107660;0.001492400;0.002085520;0.001721300;0.001546840;0.002115760;0.001980680;0.002040100;0.001890980;0.004658680;0.002379900;0.001662960;0.002221100;0.001844260;0.001574620;0.002088760;0.001966160;0.002100200;0.001908120
2362;0.008064000;0.004237840;0.002167500;0.001492500;0.002052000;0.001704040;0.001961360;0.002080860;0.002231480;0.002020100;0.001861760;0.005241460;0.002291480;0.001668900;0.002160880;0.001774060;0.001559860;0.002031600;0.001993760;0.002075400;0.001899000
2363;0.008117540;0.004109040;0.002123720;0.002010540;0.002069480;0.001754060;0.001798780;0.001992760;0.002017900;0.002062880;0.001881580;0.004526680;0.002293840;0.001645680;0.002182920;0.001837560;0.001890880;0.002069700;0.002042860;0.002045120;0.001912840
2364;0.008102220;0.004124360;0.002094300;0.001815740;0.002030640;0.001720580;0.001494760;0.001988600;0.002291080;0.001996320;0.001849920;0.004529000;0.002290220;0.001580960;0.002231580;0.001781240;0.001555000;0.002022260;0.002168920;0.002052780;0.001903700
2365;0.008084220;0.004006260;0.002216460;0.001478540;0.002102320;0.001751440;0.001615080;0.002025260;0.001971500;0.002097020;0.001900480;0.004578800;0.002316980;0.001831780;0.002193640;0.001824860;0.001573960;0.002072920;0.001877100;0.002103640;0.001934060
2366;0.008155320;0.004138820;0.002136560;0.001679640;0.002594720;0.001744960;0.001509400;0.002002420;0.002080540;0.002053480;0.001892800;0.004643720;0.002350800;0.001923340;0.002201780;0.001788480;0.001559400;0.002048020;0.002097220;0.002115440;0.001931400
2367;0.008127240;0.004062720;0.002126640;0.002208460;0.002130160;0.001901640;0.002242820;0.002137540;0.002284240;0.002032460;0.001937260;0.004778820;0.002847200;0.002993540;0.002302700;0.001902480;0.002156400;0.002325240;0.002179760;0.002121220;0.002021340
2368;0.009366240;0.004426900;0.002472980;0.002908980;0.002245920;0.001912700;0.002033800;0.002314380;0.002147420;0.002132040;0.002001420;0.005700280;0.002792460;0.002970580;0.002331160;0.001901560;0.002186500;0.002341840;0.001975000;0.002166940;0.001978700
